tsne_1,tsne_2,sirna_id,predicted,experiment,plate,well
-5.4370265,-47.386127,1128,1117,HUVEC-23,2,J03
30.008566,23.345474,1129,1129,RPE-11,3,H11
59.085133,11.613895,1121,1121,HEPG2-09,3,M22
-22.522583,-9.2074995,1136,1136,HEPG2-01,4,M22
19.295889,58.17758,1115,1115,HUVEC-13,1,M03
1.7839983,-7.3228264,1138,1138,HUVEC-23,4,H04
32.93799,36.50447,1129,1129,HUVEC-15,2,M03
50.967197,27.851627,1121,1121,HUVEC-01,1,J15
29.183039,-21.66851,1130,1130,HEPG2-11,1,J22
-2.065449,15.830153,1126,1126,RPE-06,2,M03
-32.16198,-37.29026,1135,1135,RPE-07,1,C19
22.12474,56.20666,1115,1115,HUVEC-02,4,J22
20.966959,-40.516796,1130,1130,HUVEC-05,1,F07
72.61582,-8.124153,1124,1124,HUVEC-08,1,H19
-21.033539,-41.696068,1135,1135,HEPG2-10,4,C22
9.174734,5.8203783,1138,1138,HEPG2-01,3,B02
0.995744,-5.575874,1138,1138,HUVEC-14,1,F19
-9.358355,-16.729622,1116,1116,RPE-02,3,J15
-1.0312353,9.000332,1126,1126,U2OS-02,4,H15
18.21215,40.856606,1129,1129,HUVEC-06,1,M07
-60.662033,11.220658,1123,1123,RPE-01,4,F19
37.815727,11.030269,1108,1108,RPE-08,4,H03
-45.39642,-6.8834248,1136,1136,HUVEC-15,1,H19
7.3692794,36.42769,1124,1124,HEPG2-03,1,H15
19.71908,14.186812,1108,1108,U2OS-04,2,H03
-23.750465,-59.95556,1135,1135,HUVEC-19,4,M11
52.53688,27.998371,1121,1121,HUVEC-23,3,C15
43.618546,19.46557,1121,1121,RPE-01,1,M11
-23.590864,-57.983532,1135,1135,HUVEC-11,3,M03
11.096895,49.949364,1115,1115,RPE-09,2,F07
1.5448192,71.67256,1134,1134,RPE-02,4,C11
20.825207,59.781567,1115,1115,HUVEC-06,2,J15
-20.968882,-59.004116,1135,1135,HUVEC-04,2,F22
11.87591,-3.3237152,1138,1138,RPE-08,3,B02
24.226469,-37.08929,1130,1130,HUVEC-13,3,H15
0.5921748,-6.941288,1138,1138,HUVEC-13,2,B02
45.051785,-17.482588,1133,1133,HUVEC-14,2,H19
11.131754,49.337,1115,1115,RPE-02,2,H07
1.4948843,24.271559,1126,1126,HEPG2-03,4,C22
-40.005253,-9.214478,1136,1136,HUVEC-05,1,J11
56.534527,26.677557,1121,1121,HUVEC-18,1,H07
-0.22711393,-49.10302,1117,1117,HUVEC-14,2,F19
-45.511868,-40.955746,1109,1109,RPE-05,3,M15
18.976776,-11.346813,1116,1116,HEPG2-07,2,J11
-17.478323,-22.981348,1128,1128,HEPG2-05,3,C11
-46.491165,-42.428837,1109,1109,RPE-10,3,F11
-55.359222,26.460102,1116,1116,HUVEC-03,2,C03
-23.927042,-56.911026,1135,1135,HUVEC-08,1,F07
-34.447056,19.748995,1125,1125,HUVEC-18,3,H22
43.04146,-2.2792892,1108,1108,HUVEC-11,1,F11
30.68343,35.959766,1129,1129,HUVEC-10,3,F03
-1.0694749,-9.72237,1138,1138,HUVEC-11,2,B02
-15.8063135,66.2469,1134,1134,HUVEC-21,3,F11
-24.793583,10.641926,1125,1125,HEPG2-05,4,H22
11.184676,-65.72991,1131,1131,HUVEC-08,3,J03
-15.510942,1.7628063,1109,1109,HEPG2-02,1,M11
8.432506,34.658493,1124,1124,HEPG2-07,3,M22
25.357655,-39.093224,1130,1130,HUVEC-24,4,M15
-0.124255285,24.852985,1126,1126,HEPG2-05,1,J22
-3.8847883,-51.81837,1128,1128,HUVEC-21,3,M19
-31.021456,41.31713,1137,1137,HUVEC-23,4,M19
7.0543404,7.596153,1138,1138,HEPG2-09,2,J19
53.4332,26.468071,1121,1121,HUVEC-02,4,F11
-16.871256,-26.532589,1117,1117,HEPG2-02,3,C03
10.380911,5.1074276,1138,1138,HEPG2-01,1,O18
10.028585,-69.9702,1131,1131,HUVEC-22,1,H03
-18.566788,-23.92471,1128,1128,HEPG2-07,2,C19
68.47348,-6.3299246,1124,1124,HUVEC-21,4,H11
5.8224144,34.588505,1124,1124,HEPG2-05,1,C03
19.088686,59.374924,1115,1115,HUVEC-18,2,F07
-43.282036,-6.029926,1136,1136,HUVEC-11,4,C19
-19.786343,-40.775463,1135,1135,HEPG2-03,3,J11
52.89881,25.409859,1121,1121,HUVEC-08,1,F19
10.451108,-5.6721215,1138,1138,RPE-05,2,B02
-52.945942,-22.87088,1109,1109,HUVEC-22,2,H22
-33.522717,24.074509,1125,1125,HUVEC-23,3,F11
-55.708153,30.3361,1116,1116,HUVEC-16,4,C22
9.129684,18.166138,1115,1115,HEPG2-10,3,F19
-32.794422,-14.057285,1136,1136,U2OS-04,2,F15
11.194257,-69.65113,1131,1131,HUVEC-08,4,C19
-10.718379,17.914886,1126,1126,HUVEC-11,1,M03
-51.924477,-20.862747,1109,1109,HUVEC-09,2,J15
-31.523762,-36.856846,1135,1135,RPE-09,2,H19
73.03916,-7.3342776,1124,1124,HUVEC-10,3,C22
51.419453,29.032717,1121,1121,HUVEC-12,2,H11
44.724384,-0.40608025,1108,1108,HUVEC-24,3,J11
-3.582347,-27.42785,1117,1117,RPE-06,1,J07
-46.505486,-39.968513,1109,1109,RPE-08,2,H11
71.1875,-9.485061,1124,1124,HUVEC-03,1,H15
-58.133953,11.014222,1123,1123,RPE-02,4,M11
-17.635956,1.6063145,1109,1109,HEPG2-03,2,M07
-2.7619743,16.700289,1126,1126,RPE-10,4,H22
-3.2395396,-47.992325,1128,1128,HUVEC-08,1,J07
-54.01418,3.6905453,1123,1123,U2OS-01,2,F11
0.99229115,26.209421,1126,1126,HEPG2-10,1,C07
-41.884888,50.3483,1137,1137,RPE-07,2,H22
-45.500328,-5.027339,1136,1136,HUVEC-18,2,M19
32.016846,-33.977783,1130,1130,U2OS-02,2,M19
0.8435033,26.927387,1126,1126,HEPG2-11,1,C07
13.018437,-69.18737,1131,1131,HUVEC-23,2,C07
44.74696,0.2925282,1108,1108,HUVEC-07,1,C03
27.003574,-37.670506,1130,1130,HUVEC-24,4,M15
-18.469206,43.037777,1137,1137,U2OS-05,3,C03
-18.238113,0.71604514,1109,1109,HEPG2-02,1,M11
-24.777407,-59.597885,1135,1135,HUVEC-18,3,M15
71.46761,-7.0219593,1124,1124,HUVEC-07,2,H19
46.388577,-21.37418,1133,1133,HUVEC-02,4,H15
18.907375,21.5986,1129,1129,U2OS-01,4,F22
27.119457,7.488698,1108,1108,HEPG2-08,4,M03
31.744368,-34.06569,1130,1130,U2OS-03,4,M19
-22.164814,-54.240063,1135,1135,HUVEC-17,4,F03
28.236727,-21.348757,1130,1130,HEPG2-11,1,J22
-2.0152214,-46.48889,1128,1117,HUVEC-18,4,J11
-11.895376,65.67437,1134,1134,HUVEC-12,1,C19
-30.736628,-14.134689,1136,1136,U2OS-01,3,J19
-10.8442545,14.867432,1126,1126,HUVEC-18,4,J03
57.965122,9.312116,1121,1121,HEPG2-01,4,H07
0.99182606,-7.163635,1138,1138,HUVEC-24,2,B02
-55.00415,30.398638,1116,1116,HUVEC-01,3,J15
23.167328,57.0636,1115,1115,HUVEC-19,1,M19
6.81816,35.612965,1124,1124,HEPG2-02,3,J15
-68.02319,-5.0703707,1123,1123,HUVEC-12,2,H15
0.4765534,-8.273327,1138,1138,HUVEC-10,1,B02
-19.28857,-24.065334,1128,1128,HEPG2-08,4,M07
11.689627,5.20332,1133,1133,HEPG2-01,4,C15
72.17611,-9.815897,1124,1124,HUVEC-23,4,F11
71.82826,-4.906432,1124,1124,HUVEC-19,2,J03
-26.979385,42.949646,1137,1137,HUVEC-21,2,F22
17.402754,-22.310575,1131,1131,HEPG2-06,2,C07
-19.887304,41.30679,1137,1137,U2OS-04,4,J15
-2.5224123,-51.793327,1117,1117,HUVEC-24,1,H11
-2.7737849,-27.514717,1128,1128,RPE-07,1,M22
-18.542337,-22.62674,1128,1128,HEPG2-06,1,F03
-42.13519,-8.32364,1136,1136,HUVEC-12,2,C19
-1.6082635,10.197544,1126,1126,U2OS-05,3,C07
-18.66748,-23.81346,1128,1128,HEPG2-07,1,C19
11.657943,5.2148633,1133,1138,HEPG2-01,4,C15
-12.447975,60.333286,1134,1134,HUVEC-18,3,M11
-69.263916,-2.6358695,1123,1123,HUVEC-09,1,M15
68.63859,-7.7639008,1124,1124,HUVEC-16,4,J22
43.58587,-1.4122312,1108,1108,HUVEC-16,3,F07
55.624786,26.958405,1121,1121,HUVEC-08,3,F11
-32.00892,-13.98448,1136,1136,U2OS-02,3,C07
70.369,-6.979188,1124,1124,HUVEC-23,1,M11
-29.297663,-36.06045,1135,1135,RPE-03,1,M15
-20.422306,-40.69621,1135,1135,HEPG2-03,1,F07
-11.612183,19.506664,1126,1126,HUVEC-03,2,H11
-24.397837,-8.43587,1136,1136,HEPG2-08,3,F15
60.870415,11.125678,1121,1121,HEPG2-10,4,M07
-21.58486,-55.137947,1135,1135,HUVEC-22,1,J22
-19.818232,32.224262,1137,1137,HEPG2-04,1,M03
-18.243612,0.6922077,1109,1109,HEPG2-01,2,J11
-22.97581,-57.37145,1135,1135,HUVEC-20,1,M11
21.055166,-38.363758,1130,1130,HUVEC-17,3,C03
-32.093014,42.48348,1137,1137,HUVEC-03,1,J03
11.575072,49.34462,1115,1115,RPE-02,4,J22
-53.802982,4.5868897,1123,1123,U2OS-05,2,C11
23.89538,-1.9608843,1133,1133,U2OS-05,2,F19
-1.472962,48.02325,1124,1124,RPE-11,2,C22
-68.62129,-4.5991116,1123,1123,HUVEC-11,4,J03
25.946468,-55.061543,1131,1131,RPE-10,2,F22
-2.053814,-8.578033,1138,1138,HUVEC-07,3,B02
-43.47654,-6.454564,1136,1136,HUVEC-20,1,F15
10.630584,49.16136,1115,1115,RPE-03,2,F07
9.632491,-19.250345,1131,1131,U2OS-03,4,M11
-20.022165,-40.763763,1135,1135,HEPG2-03,3,J11
-20.269157,-40.87185,1135,1135,HEPG2-03,2,F07
10.041654,17.586025,1115,1115,HEPG2-11,1,C11
-28.9937,42.804485,1137,1137,HUVEC-02,1,C11
18.715563,-11.963685,1116,1116,HEPG2-11,2,J07
-1.1713076,-27.537481,1128,1128,RPE-03,4,J11
-33.30181,-19.63221,1136,1136,RPE-10,1,C07
41.324463,2.2671764,1108,1108,HUVEC-05,4,C19
-2.236021,-28.273933,1128,1128,RPE-11,4,F03
20.423058,13.071716,1108,1108,U2OS-03,4,H11
43.61113,-18.504004,1133,1133,HUVEC-15,3,F15
69.029755,-8.008546,1124,1124,HUVEC-14,4,H03
8.249484,17.149591,1115,1115,HEPG2-01,2,C19
30.295042,-6.8423204,1133,1133,RPE-01,1,F15
39.10869,12.035143,1108,1108,RPE-04,1,M11
-51.611782,-21.606585,1109,1109,HUVEC-01,1,H22
-30.586744,38.828094,1137,1137,HUVEC-23,2,F03
59.922832,10.02997,1121,1121,HEPG2-08,4,H19
44.85597,19.951471,1121,1121,RPE-10,1,J19
44.6659,-20.256344,1133,1133,HUVEC-10,3,J07
-19.172392,-41.629456,1135,1135,HEPG2-07,2,C11
-40.60299,-6.396037,1136,1136,HUVEC-07,3,M19
-21.37021,-56.889206,1135,1135,HUVEC-12,4,H19
-0.90151227,-7.5223436,1138,1138,HUVEC-24,3,B02
8.022416,-30.380543,1128,1128,U2OS-04,1,J19
-30.994274,3.006332,1123,1123,HEPG2-08,4,M22
10.707486,48.706585,1115,1115,RPE-05,3,F11
32.531937,-33.94792,1130,1130,U2OS-04,1,F15
-19.024559,42.79305,1137,1137,U2OS-03,4,F22
1.0228611,24.264555,1126,1126,HEPG2-04,4,F07
42.800224,-19.638893,1133,1133,HUVEC-13,2,C11
-54.21121,-21.021408,1109,1109,HUVEC-08,3,J22
-69.7045,-4.125151,1123,1123,HUVEC-20,1,M15
10.505788,-68.75305,1131,1131,HUVEC-13,3,M15
21.883564,55.247387,1115,1115,HUVEC-17,2,C07
-30.814564,1.056725,1123,1123,HEPG2-07,4,F15
-54.632545,31.599731,1116,1116,HUVEC-23,4,J22
24.033016,-36.840027,1130,1130,HUVEC-13,2,F11
26.39503,-36.9017,1130,1130,HUVEC-12,3,F15
-72.217186,-2.9259732,1123,1123,HUVEC-01,1,M19
-32.44813,-37.56535,1135,1135,RPE-05,4,M15
-20.660353,-24.537354,1117,1117,HEPG2-05,4,M19
18.608664,55.299965,1115,1115,HUVEC-22,2,C19
-60.501896,10.508564,1123,1123,RPE-07,2,M07
-17.273916,0.7727324,1109,1109,HEPG2-08,2,J22
18.629515,56.31468,1115,1115,HUVEC-08,4,C22
12.771128,-4.851808,1138,1138,RPE-11,2,B02
54.279358,27.354982,1121,1121,HUVEC-04,2,H03
17.734009,-11.686964,1116,1116,HEPG2-02,1,J11
-19.795097,41.473606,1137,1137,U2OS-04,1,C15
-46.68219,-39.541523,1109,1109,RPE-08,4,H07
-13.157814,66.99982,1134,1134,HUVEC-14,3,C19
19.819351,34.04494,1129,1129,HEPG2-04,1,M22
-15.49035,18.168043,1126,1126,HUVEC-16,2,F11
-57.539364,26.843075,1116,1116,HUVEC-19,2,F19
24.983332,-34.98594,1130,1130,HUVEC-13,4,F22
-1.2996043,-9.373082,1138,1138,HUVEC-20,4,B02
31.925581,37.735016,1129,1129,HUVEC-15,3,H11
-12.171274,16.169529,1126,1126,HUVEC-14,2,M22
5.402756,-20.002117,1116,1116,U2OS-01,3,H07
-52.673027,-23.649137,1109,1109,HUVEC-19,2,F07
9.575651,16.3361,1115,1115,HEPG2-04,4,H11
-52.982212,-20.640291,1109,1109,HUVEC-12,2,H19
14.618136,-65.18462,1131,1131,HUVEC-05,4,C22
-18.21751,-27.238873,1117,1117,HEPG2-04,4,F19
-29.337742,38.442078,1137,1137,HUVEC-10,1,H11
19.8022,-11.0676365,1116,1116,HEPG2-07,4,C15
-14.5151615,63.089375,1134,1134,HUVEC-04,4,J07
-23.822428,-7.9932356,1136,1136,HEPG2-11,4,M15
26.543701,8.201583,1108,1108,HEPG2-10,1,J15
-52.7642,-22.296305,1109,1109,HUVEC-10,4,J15
-1.8161311,-28.727884,1117,1117,RPE-08,2,H22
22.467932,-34.71818,1130,1130,HUVEC-07,1,J19
-56.80598,30.562693,1116,1116,HUVEC-21,4,H22
-20.79968,-59.164963,1135,1135,HUVEC-04,2,F22
23.239681,-0.8637559,1133,1133,U2OS-01,4,J22
44.39022,-2.1505132,1108,1108,HUVEC-21,2,F07
-1.3217801,-56.36515,1117,1117,HUVEC-05,2,M15
-14.194606,63.343864,1134,1134,HUVEC-03,4,F22
-30.497358,41.454556,1137,1137,HUVEC-10,2,F03
11.430478,-4.6379976,1138,1138,RPE-10,2,B02
12.870723,-38.03524,1128,1128,HUVEC-05,4,H19
-35.50944,23.114382,1125,1125,HUVEC-24,2,C07
21.516954,56.229115,1115,1115,HUVEC-14,1,M07
-15.474428,64.6946,1134,1134,HUVEC-08,1,H03
52.38751,24.351835,1121,1121,HUVEC-09,1,J15
-45.5542,-41.018738,1109,1109,RPE-05,1,J19
-3.7428222,-28.698587,1117,1128,RPE-09,4,J07
45.79558,-18.710443,1133,1133,HUVEC-11,2,C19
14.49526,5.6977134,1133,1133,HEPG2-07,4,M03
9.613702,-2.6556787,1138,1138,RPE-02,4,B02
1.8327395,69.90408,1134,1134,RPE-05,3,M03
51.51064,24.931847,1121,1121,HUVEC-12,1,M11
-4.03328,-28.617914,1117,1117,RPE-05,4,F03
53.60304,24.836737,1121,1121,HUVEC-07,3,H07
19.391191,21.949902,1129,1129,U2OS-03,2,F11
-2.0824788,16.174894,1126,1126,RPE-08,1,H07
-5.016645,-47.822414,1117,1117,HUVEC-23,1,J19
60.456203,10.028469,1121,1121,HEPG2-05,3,H03
-52.68288,-21.558437,1109,1109,HUVEC-12,1,F19
-18.184235,32.11471,1137,1137,HEPG2-08,4,H03
-32.77377,-14.048491,1136,1136,U2OS-04,4,J03
0.277609,61.161175,1134,1134,U2OS-04,2,F11
-28.400263,42.9374,1137,1137,HUVEC-22,4,C03
23.732153,-36.765453,1130,1130,HUVEC-12,1,J19
-69.60606,-3.8579462,1123,1123,HUVEC-08,2,J19
-46.758457,-7.4523067,1136,1136,HUVEC-08,3,C22
-70.50443,-4.095216,1123,1123,HUVEC-15,4,M19
19.547348,-11.216841,1116,1116,HEPG2-07,3,M07
-58.506233,10.336893,1123,1123,RPE-11,2,M19
-53.22886,27.822105,1116,1116,HUVEC-20,2,M19
60.08533,8.878494,1121,1121,HEPG2-02,1,F03
-10.603946,-14.043295,1116,1116,RPE-09,1,C03
2.3297791,-48.145367,1128,1128,HUVEC-19,2,C07
53.577465,15.650507,1121,1121,U2OS-04,2,C11
-55.23084,30.106665,1116,1116,HUVEC-02,4,J19
20.013433,-36.88388,1130,1130,HUVEC-01,1,C22
-28.363583,42.20656,1137,1137,HUVEC-06,1,H07
7.7925134,-31.22609,1128,1128,U2OS-02,2,H11
-2.2106152,17.142408,1126,1126,RPE-03,1,J03
-23.165518,-57.04341,1135,1135,HUVEC-08,2,M22
20.356043,13.732238,1108,1108,U2OS-04,4,H15
0.9900743,2.7894068,1138,1138,U2OS-03,3,B02
-1.880752,16.873838,1126,1126,RPE-04,2,H07
37.351734,12.983943,1108,1108,RPE-08,2,C03
43.90002,19.549992,1121,1121,RPE-01,2,J03
47.016136,-0.31877422,1108,1108,HUVEC-19,1,J11
30.169235,-8.511676,1133,1133,RPE-03,2,M07
-17.288187,-23.66433,1128,1128,HEPG2-05,2,C11
-52.217106,-23.054113,1109,1109,HUVEC-03,3,C19
-68.16808,-4.260066,1123,1123,HUVEC-18,2,H15
-5.245041,3.472933,1125,1125,U2OS-02,1,M07
11.613311,49.149117,1115,1115,RPE-01,2,H22
44.314816,-17.724026,1133,1133,HUVEC-14,3,C11
-24.746197,-9.438229,1136,1136,HEPG2-09,1,J07
-53.98591,27.995016,1116,1116,HUVEC-04,3,J03
13.161384,4.7456193,1133,1133,HEPG2-01,2,H22
-14.283963,63.117504,1134,1134,HUVEC-03,3,F03
7.9882517,-30.511507,1128,1128,U2OS-04,2,F07
71.373184,-6.4630523,1124,1124,HUVEC-20,1,F22
45.757187,0.23902021,1108,1108,HUVEC-16,2,C15
40.651714,-36.78822,1130,1130,RPE-01,1,J15
43.187805,20.55966,1121,1121,RPE-06,4,F19
-6.1245317,21.62467,1126,1126,HUVEC-05,1,M03
-41.006454,-6.2913795,1136,1136,HUVEC-06,4,M22
29.471321,22.626167,1129,1129,RPE-10,3,J15
19.86235,58.674908,1115,1115,HUVEC-15,4,J11
11.911884,-4.8805695,1138,1138,RPE-10,3,B02
46.72655,0.96115947,1108,1108,HUVEC-02,2,H19
-7.576743,36.508797,1134,1134,HEPG2-08,2,M19
45.689297,-18.154533,1133,1133,HUVEC-24,1,H22
24.070118,-36.8976,1130,1130,HUVEC-09,4,H07
22.785799,-35.961235,1130,1130,HUVEC-08,2,C11
-15.246297,0.71353406,1109,1109,HEPG2-09,2,J22
-24.501398,-9.471531,1136,1136,HEPG2-03,1,J22
-44.00025,-6.1854515,1136,1136,HUVEC-10,2,C15
0.2564306,8.407137,1126,1126,U2OS-04,1,H15
-1.2033381,-4.0526757,1138,1138,HUVEC-23,1,B02
-14.166654,-3.7831552,1109,1109,U2OS-02,2,F22
10.799239,50.215252,1115,1115,RPE-11,3,F07
0.076346636,24.46849,1126,1126,HEPG2-06,4,M03
7.7262383,-30.81371,1128,1128,U2OS-04,3,M19
-10.827494,65.847916,1134,1134,HUVEC-11,3,F15
72.05611,-3.7446468,1124,1124,HUVEC-19,3,J03
-31.668623,21.703203,1125,1125,HUVEC-19,1,M22
20.893354,-40.652447,1130,1130,HUVEC-05,3,M03
-30.792841,34.895397,1137,1137,HUVEC-05,2,M11
71.97312,-7.5216417,1124,1124,HUVEC-11,1,F03
0.13155027,40.817966,1124,1124,U2OS-04,4,C22
-18.484026,-23.765766,1128,1128,HEPG2-07,2,C19
-12.2803545,13.484473,1126,1126,HUVEC-18,1,J03
72.18368,-8.190842,1124,1124,HUVEC-13,1,M19
-25.281553,10.708,1125,1125,HEPG2-08,1,M03
-30.47879,-37.672806,1135,1135,RPE-04,1,M15
9.197855,-2.6540904,1138,1138,RPE-07,4,B02
-18.31652,-40.019028,1135,1135,HEPG2-04,1,J11
23.309814,-34.075962,1130,1130,HUVEC-19,1,H03
21.645666,42.60593,1129,1129,RPE-02,4,J15
-23.103142,-54.876102,1135,1135,HUVEC-24,4,F22
-14.124858,-3.1080604,1109,1109,U2OS-01,1,M22
74.44708,-7.87617,1124,1124,HUVEC-22,3,M03
-53.772114,-22.674168,1109,1109,HUVEC-22,3,J22
-56.451572,27.20692,1116,1116,HUVEC-15,2,M11
41.281876,-37.766075,1130,1130,RPE-03,1,J19
-44.920204,-7.448964,1136,1136,HUVEC-16,1,M22
-53.687225,4.411526,1123,1123,U2OS-05,3,H07
24.771124,-37.517853,1130,1130,HUVEC-23,1,H22
10.13097,-18.701536,1131,1131,U2OS-04,3,J15
-43.26912,-6.149219,1136,1136,HUVEC-11,3,J19
2.235023,71.897675,1134,1134,RPE-03,4,M11
37.83218,10.277075,1108,1108,RPE-10,3,M19
-11.216302,-13.70804,1116,1116,RPE-09,4,J11
31.088295,-6.1578693,1133,1133,RPE-06,4,H07
-32.567986,23.197668,1125,1125,HUVEC-16,4,M07
45.247128,-2.8133433,1108,1108,HUVEC-21,1,C11
32.0946,35.84657,1129,1129,HUVEC-19,1,C07
71.22892,-7.6414537,1124,1124,HUVEC-02,3,J03
0.7035779,-8.9112625,1138,1138,HUVEC-10,4,B02
-45.356003,-40.77065,1109,1109,RPE-05,2,J15
-41.8495,50.220936,1137,1137,RPE-07,3,F15
27.049042,8.26636,1108,1108,HEPG2-11,3,J15
-54.316975,3.3321886,1123,1123,U2OS-01,3,C03
18.91294,21.420504,1129,1129,U2OS-02,2,H22
-59.147617,11.553646,1123,1123,RPE-11,3,M07
23.38372,29.77142,1129,1129,HEPG2-07,2,H11
39.943027,-38.030308,1130,1130,RPE-10,1,M07
-21.747122,-55.982063,1135,1135,HUVEC-22,2,M19
10.315362,-68.41228,1131,1131,HUVEC-22,2,M15
-6.201893,21.527601,1126,1126,HUVEC-05,2,C03
-53.794746,-23.755823,1109,1109,HUVEC-10,3,H19
-0.0194811,-10.327473,1138,1138,HUVEC-17,3,B02
-30.558733,-37.87625,1135,1135,RPE-10,1,H22
-25.134336,10.368165,1125,1125,HEPG2-11,2,M07
9.487921,18.004824,1115,1115,HEPG2-11,2,J19
52.734253,28.152674,1121,1121,HUVEC-16,4,F07
-32.957977,-21.8199,1136,1136,RPE-05,1,J15
-4.7366276,-50.390335,1128,1128,HUVEC-22,2,C11
31.803644,34.566566,1129,1129,HUVEC-13,3,M03
22.294355,55.531116,1115,1115,HUVEC-01,3,C19
-17.882551,-42.03974,1135,1135,HEPG2-09,2,F22
5.4500737,-38.479465,1128,1128,HEPG2-04,3,F19
-29.140493,39.800762,1137,1137,HUVEC-09,3,F19
-2.2061799,49.737473,1124,1124,RPE-05,3,M19
46.37657,-16.163324,1133,1133,HUVEC-21,3,C07
-31.948019,23.339369,1125,1125,HUVEC-16,3,H15
-22.089628,-57.441353,1135,1135,HUVEC-07,3,M15
-18.02757,-27.132998,1117,1117,HEPG2-04,4,F19
27.928047,-54.668606,1131,1131,RPE-05,2,C03
-42.799587,49.2159,1137,1137,RPE-09,4,M11
26.895016,-54.23833,1131,1131,RPE-09,4,H22
-19.342043,-42.210598,1135,1135,HEPG2-05,3,C22
-34.316395,-19.884092,1136,1136,RPE-03,1,M19
-13.426886,66.84166,1134,1134,HUVEC-10,2,M11
-19.142853,-41.515167,1135,1135,HEPG2-06,2,C22
-22.376131,-53.61616,1135,1135,HUVEC-23,3,C19
-32.65262,41.178463,1137,1137,HUVEC-12,4,J07
52.93078,16.923584,1121,1121,U2OS-05,1,F19
3.0834646,-5.525843,1138,1138,HUVEC-22,1,B02
-6.2893124,21.50885,1126,1126,HUVEC-05,2,C03
26.209726,8.885164,1108,1108,HEPG2-08,1,C11
26.840519,-54.60267,1131,1131,RPE-04,4,M03
-53.18545,-22.26034,1109,1109,HUVEC-09,4,F07
-54.248856,-23.597963,1109,1109,HUVEC-06,3,C07
11.382932,-3.8931983,1138,1138,RPE-10,1,B02
-53.48502,-19.267187,1109,1109,HUVEC-23,3,M22
40.44004,-38.60858,1130,1130,RPE-02,3,F11
-32.133415,0.99744093,1123,1123,HEPG2-07,3,C03
72.54395,-4.2239776,1124,1124,HUVEC-19,3,J03
29.05934,22.634308,1129,1129,RPE-08,4,M19
-42.099014,10.530679,1125,1125,RPE-03,2,H22
32.45333,36.950134,1129,1129,HUVEC-11,3,F19
-33.40102,-20.666178,1136,1136,RPE-04,1,C19
44.45284,0.26524374,1108,1108,HUVEC-04,2,J19
22.186157,-35.397747,1130,1130,HUVEC-10,3,F07
0.31345555,15.818632,1126,1126,RPE-09,3,J03
40.50463,-38.29713,1130,1130,RPE-11,3,H03
-2.4235158,16.049227,1126,1126,RPE-10,2,C15
-11.990528,18.450512,1126,1126,HUVEC-12,3,C07
-8.607568,66.51196,1134,1134,HUVEC-05,3,H07
27.20615,-54.849007,1131,1131,RPE-09,1,M22
-2.4768748,-6.775983,1138,1138,HUVEC-17,4,B02
-42.273003,49.01448,1137,1137,RPE-02,4,F07
-34.021633,-19.865023,1136,1136,RPE-02,4,F15
-70.22869,-5.9590173,1123,1123,HUVEC-19,3,M03
-1.8328419,15.224302,1126,1126,RPE-06,3,H03
-3.1033115,-47.37444,1117,1117,HUVEC-08,2,C19
-14.329776,20.313532,1126,1126,HUVEC-21,2,J11
-29.929117,39.12044,1137,1137,HUVEC-15,3,H22
13.470253,4.9549956,1133,1133,HEPG2-08,3,M07
-32.393856,22.597494,1125,1125,HUVEC-21,2,J07
1.0076102,41.417923,1124,1124,U2OS-01,3,C07
2.8539472,72.25273,1134,1134,RPE-03,2,M11
-34.50058,21.885187,1125,1125,HUVEC-08,4,F11
44.192345,-19.700138,1133,1133,HUVEC-08,4,F03
-47.792892,-40.58596,1109,1109,RPE-01,3,C22
-40.921432,10.741318,1125,1125,RPE-06,1,M19
41.446575,2.0579548,1108,1108,HUVEC-05,3,M19
43.905064,-1.578648,1108,1108,HUVEC-12,1,C07
22.681341,29.435781,1129,1129,HEPG2-06,1,M07
-3.596707,-51.80107,1128,1128,HUVEC-21,4,F03
43.323845,21.151278,1121,1121,RPE-07,1,C11
72.11453,-6.6200247,1124,1124,HUVEC-15,1,J07
-53.499783,-23.446692,1109,1109,HUVEC-07,1,C07
6.6330776,6.920267,1138,1138,HEPG2-09,4,B02
-26.383621,10.234583,1125,1125,HEPG2-07,1,C07
-23.152006,-56.789845,1135,1135,HUVEC-20,2,F03
17.064873,-21.876646,1131,1131,HEPG2-05,2,M19
51.70293,24.55697,1121,1121,HUVEC-13,2,C19
42.95306,21.20903,1121,1121,RPE-07,4,F03
-30.769297,-37.88068,1135,1135,RPE-08,1,M15
15.928439,4.6351557,1133,1133,HEPG2-06,4,C22
2.4037886,71.44957,1134,1134,RPE-01,2,M11
11.390316,50.471645,1115,1115,RPE-07,3,C07
7.758011,-31.828327,1128,1128,U2OS-02,2,H11
12.736596,4.833042,1133,1138,HEPG2-01,1,M07
1.6931772,70.752975,1134,1134,RPE-10,3,F07
14.400733,-22.243233,1131,1131,HEPG2-08,3,M03
10.816931,-69.172295,1131,1131,HUVEC-24,3,H19
7.5779195,-31.781944,1128,1128,U2OS-03,4,C07
30.30616,36.031784,1129,1129,HUVEC-12,2,J15
-33.330994,23.568151,1125,1125,HUVEC-24,4,C22
34.020916,37.86034,1129,1129,HUVEC-08,1,J11
-70.74445,-2.3355443,1123,1123,HUVEC-23,2,F22
